"","market_cap_intra_day_5","enterprise_value_3","trailing_p_e","forward_p_e_1","peg_ratio_5_yr_expected_1","price_sales_ttm","price_book_mrq","enterprise_value_revenue_3","enterprise_value_ebitda_6","beta_5y_monthly","x52_week_change_3","s_p500_52_week_change_3","x52_week_high_3","x52_week_low_3","x50_day_moving_average_3","x200_day_moving_average_3","avg_vol_3_month_3","avg_vol_10_day_3","shares_outstanding_5","float","percent_held_by_insiders_1","percent_held_by_institutions_1","shares_short_4","short_ratio_4","short_percent_of_float_4","short_percent_of_shares_outstanding_4","shares_short_prior_month_4","forward_annual_dividend_rate_4","forward_annual_dividend_yield_4","trailing_annual_dividend_rate_3","trailing_annual_dividend_yield_3","x5_year_average_dividend_yield_4","payout_ratio_4","dividend_date_3","ex_dividend_date_4","last_split_factor_2","last_split_date_3","profit_margin","operating_margin_ttm","return_on_assets_ttm","return_on_equity_ttm","revenue_ttm","revenue_per_share_ttm","quarterly_revenue_growth_yoy","gross_profit_ttm","ebitda","net_income_avi_to_common_ttm","diluted_eps_ttm","quarterly_earnings_growth_yoy","total_cash_mrq","total_cash_per_share_mrq","total_debt_mrq","total_debt_equity_mrq","current_ratio_mrq","book_value_per_share_mrq","operating_cash_flow_ttm","levered_free_cash_flow_ttm","Code"
"174","10.69M","7.69M","N/A","N/A","N/A","2.13","22.50","1.53","-3.12","0.43","-59.38%","16.75%","0.1157","0.0274","0.0491","0.0576","285.66k","383.68k","237.61M","89.44M","47.23%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:15","17 Dec 2020","-77.35%","-65.76%","N/A","N/A","5.02M","0.05","-61.10%","-695.3k","-2.46M","-3.89M","-0.0360","N/A","774.74k","0","986.73k","280.30","0.65","0.00","-2.4M","N/A","CZL.AX"
"175","11.4M","6.89M","N/A","N/A","N/A","90.50","2.56","54.73","-4.39","0.48","60.00%","16.75%","0.4400","0.1400","0.3353","0.3222","81.74k","38.37k","35.07M","21.96M","33.51%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,248.97%","-18.33%","-28.00%","125.92k","0.00","-8.50%","N/A","-1.57M","-1.45M","-0.0410","N/A","4.31M","0.12","N/A","N/A","15.19","0.13","-1.28M","-811.55k","CR1.AX"
"176","501.32M","448.06M","54.19","N/A","N/A","N/A","2.40","N/A","N/A","2.66","230.94%","16.75%","2.6000","0.3350","2.2233","1.4000","61.52k","29.23k","207.5M","163.72M","0.00%","0.64%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","-3.84%","0.00%","4.19%","-4.54%","N/A","N/A","51.50%","25.1M","N/A","N/A","0.0430","N/A","N/A","N/A","N/A","125.11","1.08","0.97","N/A","N/A","C6C.AX"
"177","12.29M","11.97M","23.00","N/A","N/A","11.21","3.59","10.92","N/A","2.02","118.18%","16.75%","0.1500","0.0210","0.1055","0.0714","92.61k","106.87k","106.84M","27.31M","62.85%","11.58%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","51.56%","-26.43%","-2.00%","9.50%","1.1M","0.01","12.90%","N/A","N/A","564.89k","0.0050","-13.10%","321.05k","0","N/A","N/A","7.48","0.03","-305.58k","-230.76k","CSE.AX"
"178","38.29M","35.36M","N/A","N/A","N/A","562.61","2.00","519.55","-44.24","1.36","240.00%","16.75%","0.0410","0.0040","0.0185","0.0129","949.1k","986.95k","2.13B","208.79M","96.59%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","07 Aug 2009","0.00%","-1,181.86%","-2.59%","-7.06%","68.06k","0.00","1,854.70%","68.06k","-799.3k","-1.21M","-0.0010","N/A","4.62M","0","1.69M","8.67","2.06","0.01","-851.16k","-2.52M","COY.AX"
"179","9.11M","8.57M","N/A","N/A","N/A","216.92","1.65","204.07","-6.20","0.23","-15.76%","16.75%","0.1000","0.0020","0.0347","0.0517","1.87M","657.01k","162.67M","133.29M","21.41%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","25 Jan 2021","0.00%","-3,303.42%","-20.63%","-49.47%","41.99k","0.00","-91.70%","N/A","-1.38M","-1.78M","-0.0180","N/A","539.68k","0","N/A","N/A","1.09","0.03","-2.21M","-1.2M","CZN.AX"
"180","227.88M","225.07M","N/A","N/A","N/A","1,064.10","6.71","1,051.00","-69.63","2.45","544.74%","16.75%","0.4200","0.0130","0.2579","0.1016","16.85M","20.08M","1B","750.59M","24.63%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","18 May 2018","N/A","N/A","0.00%","-2,070.88%","-8.37%","-13.83%","214.15k","0.00","175.60%","N/A","-3.23M","-4.39M","-0.0050","N/A","8.71M","0.01","119.61k","0.36","4.02","0.04","-2.64M","1.76M","CXO.AX"
"181","1.84B","1.97B","N/A","N/A","N/A","1.19","1.99","1.28","15.05","1.41","-38.27%","16.75%","1.9900","0.5800","1.2157","0.9575","2.41M","1.16M","1.52B","596.92M","56.44%","17.22%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.03","2.07%","N/A","0.00%","N/A","N/A","N/A","N/A","-9.30%","-4.23%","-1.90%","-17.12%","1.54B","1.52","-29.80%","836.05M","131.09M","-142.88M","-0.1420","N/A","14.66M","0.01","319.22M","38.01","1.17","0.61","720k","-39.27M","CRN.AX"
"182","1.18M","2.02M","N/A","N/A","N/A","4.48","N/A","7.69","-1.76","1.57","0.00%","16.75%","0.0010","0.0010","0.0010","0.0010","N/A","N/A","1.18B","483.76M","61.01%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-584.96%","-352.11%","N/A","262.5k","0.00","-98.80%","262.5k","-1.14M","-1.73M","-0.0020","N/A","261.94k","0","1.1M","N/A","0.02","-0.01","-888.17k","35.32k","CGM.AX"
"183","14.23M","13.04M","N/A","N/A","N/A","1,103.49","0.57","1,011.79","N/A","0.98","70.73%","16.75%","0.0750","0.0250","0.0675","0.0556","17.36k","7.2k","189.68M","63.58M","84.53%","13.33%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","3:4","01 Jul 2013","0.00%","-4,529.34%","-1.46%","-2.14%","12.89k","0.00","-65.80%","N/A","N/A","-534.6k","-0.0030","N/A","1.18M","0.01","N/A","N/A","12.96","0.13","-550.95k","-344.87k","CXX.AX"
"184","28.23M","37.39M","N/A","N/A","N/A","124.15","N/A","164.41","-9.92","1.20","100.00%","16.75%","0.0700","0.0060","0.0208","0.0161","440.71k","119.31k","1.23B","135.68M","92.16%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:100","30 Sep 2013","0.00%","-1,744.60%","-24.63%","N/A","227.41k","0.00","-98.70%","-259.4k","-3.77M","-4.5M","-0.0040","N/A","27.09k","0","9.18M","N/A","0.01","-0.00","-2.4M","-1.95M","CGN.AX"
"185","2.64B","2.74B","23.01","N/A","N/A","1.23","2.33","1.28","12.13","0.82","15.42%","16.75%","5.85","2.75","5.37","4.62","1.51M","1.19M","485.38M","480.89M","0.68%","37.16%","N/A","N/A","N/A","N/A","N/A","0.17","3.13%","0.09","1.53%","5.88","42.19%","N/A","06 Nov 2020","1:3","18 Feb 2011","5.39%","7.66%","4.80%","10.49%","2.14B","4.38","-6.50%","671M","225.6M","115.2M","0.24","-14.70%","153.1M","0.31","185.8M","15.46","1.82","2.33","251.4M","94.22M","CSR.AX"
"186","6M","5.73M","N/A","N/A","N/A","76.36","0.91","72.91","-33.98","1.12","53.85%","16.75%","0.0510","0.0070","0.0233","0.0235","518.39k","859.25k","299.92M","140.41M","49.54%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.06","300.00%","N/A","0.00%","N/A","N/A","1:22","25 Oct 2018","0.00%","-835.16%","-8.00%","-15.57%","78.55k","0.00","4,303.30%","78.55k","-168.55k","-773.71k","-0.0040","N/A","271.04k","0","N/A","N/A","1.91","0.02","-290.49k","-422.33k","CUL.AX"
"187","19.45M","11.09M","N/A","N/A","N/A","49.77","2.47","28.38","-74.94","0.55","309.09%","16.75%","0.2600","0.0210","0.1777","0.1836","105.47k","139.41k","108.07M","39.05M","44.98%","5.54%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","-131.80%","-124.14%","-5.56%","-10.16%","390.85k","0.01","147.40%","208.1k","-147.98k","-515.16k","-0.0080","N/A","1.19M","0.02","N/A","N/A","3.33","0.07","-475.75k","-533.44k","CY5.AX"
"188","25.63M","13.19M","N/A","N/A","N/A","2,415.23","2.50","1,243.16","-9.29","0.57","4.35%","16.75%","0.2850","0.0910","0.2438","0.1984","695.84k","2.09M","98.57M","43.55M","25.29%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-13,772.51%","-15.58%","-27.31%","10.61k","0.00","N/A","16.78k","-1.42M","-1.44M","-0.0290","N/A","1.47M","0.03","83.38k","1.43","3.04","0.10","-1.19M","-3.29M","CYM.AX"
"189","34.24M","29.87M","N/A","N/A","N/A","3,423.62","2.40","2,986.61","-13.13","1.17","33.33%","16.75%","0.0230","0.0060","0.0139","0.0148","4.61M","3.38M","2.85B","871.77M","68.88%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:2","02 Feb 2011","0.00%","-34,433.76%","-16.04%","-31.75%","10k","0.00","1,654.40%","10k","-2.27M","-3.68M","-0.0020","N/A","4.65M","0","277.98k","1.92","6.91","0.00","-2.76M","-1.53M","CZR.AX"
"190","242.08M","268.18M","N/A","N/A","N/A","0.90","1.49","0.99","6.61","-0.79","-68.93%","16.75%","1.4000","0.2900","0.4744","0.3852","3.07M","1.79M","556.51M","448.53M","15.62%","39.83%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","-43.13%","-5.22%","-2.69%","-67.03%","270.05M","0.94","-3.70%","5.05M","40.55M","-116.46M","-0.4060","N/A","51.98M","0.09","78.19M","48.07","1.32","0.29","22.96M","-22.89M","DCN.AX"
"191","127.5M","111.73M","N/A","N/A","N/A","-418.72","1.97","-366.93","-25.22","0.67","-32.14%","16.75%","0.5900","0.2600","0.3650","0.3905","252.88k","230.32k","318.74M","228.43M","45.63%","4.73%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","01 Dec 2009","0.00%","1,456.30%","-5.40%","-6.46%","-304.49k","-0.00","-76.40%","N/A","-4.43M","-3.29M","-0.0110","N/A","15.77M","0.05","N/A","N/A","35.86","0.20","-2.96M","-1.88M","DNK.AX"
"192","17.99M","12.6M","N/A","N/A","N/A","763.72","1.24","535.00","-23.38","1.46","161.90%","16.75%","0.2700","0.0350","0.1792","0.1865","104.63k","30.62k","99.95M","38.45M","26.18%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","03 Dec 2019","0.00%","-2,331.32%","-3.28%","-5.46%","23.56k","0.00","18.40%","12.29k","-539.04k","-552.45k","-0.0100","N/A","890.09k","0.01","N/A","N/A","2.97","0.14","-362.83k","-1.22M","DTM.AX"
"193","16.42M","23.16M","N/A","N/A","N/A","801.69","1.00","1,130.59","-8.85","-0.57","25.00%","16.75%","0.0040","0.0010","0.0023","0.0023","2.22M","5.75M","8.21B","2.74B","84.35%","3.26%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-14,724.61%","-7.07%","-20.86%","20.48k","0.00","322.80%","20.48k","-2.62M","-3.84M","-0.0000","N/A","158.36k","0","2.79M","16.85","0.26","0.00","-2.13M","-4.37M","DTR.AX"
"194","29.4M","14.24M","N/A","N/A","N/A","47,722.80","4.06","23,121.38","-8.66","-0.19","113.89%","16.75%","0.0860","0.0300","0.0653","0.0545","1.45M","2.67M","402.7M","112.41M","65.49%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-293,152.27%","-30.75%","-56.59%","616","0.00","N/A","N/A","-1.64M","-1.92M","-0.0120","N/A","142.07k","0","N/A","N/A","0.94","0.02","-1.42M","-1.06M","DAV.AX"
"195","1.12B","986.59M","N/A","N/A","N/A","3,046.57","13.52","2,695.38","-303.95","-1.13","378.38%","16.75%","1.6000","0.1650","0.9729","1.0885","5.38M","3.58M","1.29B","822.13M","29.57%","15.63%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","02 Dec 2016","0.00%","-950.56%","-3.84%","-8.38%","366.03k","0.00","-69.30%","366.03k","-3.25M","-3.98M","-0.0040","N/A","28.15M","0.02","515.68k","0.69","9.22","0.06","-17.42M","-12.44M","DEG.AX"
"196","33M","33M","N/A","N/A","N/A","N/A","42.86","N/A","-434.34","N/A","17.31%","16.75%","0.7400","0.4100","0.5758","0.5725","350.03k","262.12k","55M","33.42M","65.22%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","-23.12%","-39.35%","N/A","N/A","N/A","-16.76k","-75.98k","-77.76k","-0.0040","N/A","N/A","N/A","N/A","N/A","20.09","0.01","-67.06k","-36.62k","DM1.AX"
"197","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-0.87%","16.75%","5.3500","3.9000","4.5815","4.5435","2M","1.96M","N/A","N/A","20.23%","35.02%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DRR.AX"
"198","213.3M","191.21M","N/A","N/A","N/A","1,260.95","3.04","1,130.38","-88.10","-0.72","50.00%","16.75%","4.6600","1.1800","2.8194","3.1638","20.93k","16.14k","73.55M","28.44M","47.52%","28.72%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:100","21 Sep 2015","-51.80%","-1,316.03%","-4.08%","-0.26%","169.16k","0.00","66.90%","169.16k","-2.17M","-87.62k","-0.0020","N/A","11.54M","0.17","347.08k","0.62","12.89","0.95","-1.09M","-3.62M","DGO.AX"
"199","56.58M","54.13M","N/A","N/A","N/A","35.45","0.52","33.92","-18.44","0.46","-18.92%","16.75%","0.1050","0.0370","0.0713","0.0760","618.39k","1.21M","975.58M","491.71M","47.21%","6.50%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","08 Jul 2015","N/A","N/A","0.00%","-201.98%","-1.44%","-5.79%","1.6M","0.00","0.00%","1.6M","-2.94M","-5.94M","-0.0090","N/A","3.85M","0","11.79M","13.48","0.47","0.11","-3.41M","-5.61M","DGR.AX"
"200","53.81M","54.15M","N/A","N/A","N/A","2,456.32","3.22","2,472.00","-42.83","1.79","172.73%","16.75%","0.0310","0.0050","0.0210","0.0153","5.82M","5.65M","2.32B","683.98M","56.26%","0.27%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","28 May 2007","0.00%","-5,973.45%","-4.42%","-9.96%","21.91k","0.00","22.90%","19.39k","-1.26M","-1.6M","-0.0010","N/A","1.35M","0","1.69M","9.94","1.69","0.01","-1.14M","-2.89M","DRX.AX"
"201","7.52M","5.29M","4.62","N/A","N/A","3.88","3.36","2.73","3.08","3.19","105.56%","16.75%","0.0450","0.0060","0.0361","0.0327","194.2k","26.45k","203.24M","106.51M","50.65%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","83.04%","87.95%","78.78%","131.38%","1.94M","0.01","42,684.90%","1.94M","1.72M","1.61M","0.0080","N/A","2.19M","0.01","N/A","N/A","23.06","0.01","1.62M","1.09M","DAF.AX"
"202","10.77M","9.79M","N/A","N/A","N/A","178.71","4.50","162.45","-16.83","1.56","80.00%","16.75%","0.0110","0.0020","0.0084","0.0074","9.44M","8.45M","1.2B","886.68M","28.80%","2.57%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-7,242.18%","-90.97%","-162.62%","60.24k","0.00","-30.40%","60.24k","-581.4k","-4.59M","-0.0050","N/A","979.51k","0","N/A","N/A","5.69","0.00","-1.78M","1.06M","DCX.AX"
"203","50.44M","51.42M","N/A","N/A","N/A","N/A","1.57","N/A","-27.13","-0.04","-10.53%","16.75%","0.2000","0.1000","0.1823","0.1826","3.1k","15.97k","296.71M","121.5M","59.03%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-3.65%","-6.42%","N/A","N/A","N/A","N/A","-1.9M","-2M","-0.0070","N/A","13.64k","0","1.35M","4.28","0.14","0.11","-1.68M","-1.77M","DME.AX"
"204","40.71M","37.84M","N/A","N/A","N/A","564.19","9.00","524.37","-33.73","1.52","240.00%","16.75%","0.0370","0.0020","0.0212","0.0212","4.93M","12.84M","2.26B","1.12B","29.90%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","23 Oct 2015","0.00%","-1,593.12%","-16.95%","-36.55%","72.16k","0.00","N/A","N/A","-1.12M","-1.22M","-0.0010","N/A","464.1k","0","578.95k","12.60","0.52","0.00","-543k","-2.66M","DRE.AX"
"205","22.83M","15.49M","N/A","N/A","N/A","N/A","2.35","N/A","-20.13","N/A","18.87%","16.75%","0.5100","0.2550","0.3171","0.3423","411.64k","168.29k","74.85M","22.3M","72.40%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","-769.47k","-1.02M","-0.0220","N/A","7.34M","0.1","N/A","N/A","17.58","0.13","-442.94k","N/A","DEX.AX"
"206","36.33M","12.87M","1.85","N/A","N/A","N/A","1.57","N/A","-5.62","1.29","96.88%","16.75%","0.3600","0.1000","0.3168","0.2662","342.23k","698.14k","121.11M","50.51M","58.67%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-11.07%","148.49%","N/A","N/A","N/A","N/A","-2.29M","19.13M","0.1620","N/A","22.6M","0.19","N/A","N/A","107.16","0.19","18.26M","-1.31M","DKM.AX"
"207","59.9M","48.23M","N/A","N/A","N/A","160.58","10.00","129.29","N/A","0.54","151.61%","16.75%","1.0100","0.0600","0.5536","0.4523","389.12k","666.85k","149.76M","72.49M","48.01%","2.11%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-847.76%","-48.61%","-70.88%","373.04k","0.00","470.90%","N/A","N/A","-2.36M","-0.0250","N/A","3.56M","0.03","N/A","N/A","55.19","0.04","-3.39M","-2.16M","E2M.AX"
"208","55.52M","52.18M","N/A","N/A","N/A","1,110.41","30.00","1,043.65","-12.64","2.20","146.43%","16.75%","0.4950","0.0800","0.3965","0.3354","315.45k","199.84k","154.22M","57.99M","52.60%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-8,787.57%","-33.70%","-190.74%","50k","0.00","N/A","50k","-4.13M","-3.99M","-0.0370","N/A","507.75k","0","11.16M","901.53","0.32","0.01","-3.88M","-3.13M","EM2.AX"
"209","8.04M","5.57M","N/A","N/A","N/A","3,660.80","1.50","2,537.28","-21.52","0.78","175.00%","16.75%","0.0180","0.0020","0.0105","0.0095","7.22M","10.38M","670.23M","345.75M","28.07%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-14,340.87%","-5.59%","-13.33%","2.2k","0.00","N/A","2.2k","-259.04k","-457.37k","-0.0010","N/A","109.81k","0","N/A","N/A","1.22","0.01","-221.95k","-251.31k","EFE.AX"
"210","362.17M","359.39M","N/A","N/A","N/A","N/A","17.46","N/A","-132.86","0.65","1,310.26%","16.75%","1.1000","0.0300","0.4280","0.2118","2.27M","6.02M","363.99M","287.33M","17.86%","11.44%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-8.55%","-14.19%","N/A","N/A","N/A","N/A","-2.71M","-2.77M","-0.0090","N/A","2.78M","0.01","N/A","N/A","6.59","0.06","-2.89M","-2.57M","EGR.AX"
